livre,chapitre,verset,similarite,notre_texte,texte_github
mg_28,10,14,0.58,"Dia hisy tabataba hamelezana ny olonareo*, ka horavana ny tanànareo* mimanda rehetra, toy ny nandravan'i Salamana an'i Bet-arbela tamin'ny andro niadiana, ka torotoro avokoa ny reniny mbamin'ny zanany. [*Hebreo: alehanareo, maherinao, ianao, olonao, tanànanao]","Dia hisy tabataba hamelezana ny olonareo, ka horavana ny tanànareo mimanda rehetra, toy ny nandravan'i Salamana an'i Bet-arbela tamin'ny andro niadiana, ka torotoro avokoa ny reniny mbamin'ny zanany.<n>[Heb. alehanareo, maherinao, ianao, olonao, tanànanao]</n>Toy izany no hataon'i Betela aminareo, noho ny haben'ny faharatsianareo; Raha maraina ny andro, dia ho levona mihitsy ny mpanjakan'ny Isiraely.<n>[Na: Toy izany no hatao aminareo, ry Betela]</n>"
mg_28,12,8,0.93,"Kanana* eny an-tanany misy mizana miangatra, ny manambaka no tiany. [*Na: Mpandranto izy]","Kanana eny an-tànany misy mizana miangatra, ny manambaka no tiany.<n>[Na: Mpandranto izy]</n>"
mg_28,13,14,0.61,"Havotako tsy ho azon'ny herin'ny fiainan-tsy hita* izy; Hovonjeko ho afaka amin'ny fahafatesana Izy; Ry fahafatesana o, aiza ny aretina fandripahanao? Ry fiainan-tsy hita o, aiza ny fandringananao? Afenina tsy ho hitan'ny masoko ny nenina. [*Hebreo: Sheola]","Havotako tsy ho azon'ny herin'ny fiainan-tsi-hita izy; Hovonjeko ho afaka amin'ny fahafatesana Izy; Ry fahafatesana ô, aiza ny aretina fandripahanao? Ry fiainan-tsi-hita ô, aiza ny fandringananao? Afenina tsy ho hitan'ny masoko ny nenina.<n>[Heb. Sheola]</n>Fa Efraima dia hahavokatra eo amin'ny rahalahy; Nefa ho avy ny rivotra avy any atsinanana, dia ny rivotr'i Jehovah miakatra avy any an-efitra, ka dia ho ritra ny loharanony, ary ho tankina ny fantsakany; Hobaboina ny rakitra, dia ny fanaka tsara rehetra."
mg_28,14,3,0.93,"Mitondrà teny ianareo, eny, miverena amin'i Jehovah, ka manaova aminy hoe: Mamelà ny heloka rehetra, ary raiso izay tsara, ka dia haterinay* ho fanatitra** ny molotray. [*Hebreo: haloanay] [**Hebreo: vantotr'ombilahy]","Mitondrà teny ianareo, eny, miverena amin'i Jehovah, ka manaova aminy hoe: Mamelà ny heloka rehetra, ary raiso izay tsara, ka dia haterinay ho fanatitra ny molotray.<n>[Heb. haloanay]</n><n>[Heb. vantotr'ombilahy]</n>"
mg_28,14,9,0.63,"Ry Efraima o, hataoko* inona intsony izay sampy? Izaho dia efa nihaino ka nitsinjo anao**; Tahaka ny hazo kypreso maitso Aho, avy amiko no hahazoana ny vokatrao. [*Na: Efraima hanao hoe: Hataoko] [**Hebreo: azy]","Ry Efraima ô, hataoko inona intsony izay sampy? Izaho dia efa nihaino ka nitsinjo anao; Tahaka ny hazo kypreso maitso Aho, avy amiko no hahazoana ny vokatrao.<n>[Na: Efraima hanao hoe: Hataoko]</n><n>[Heb. azy]</n>Iza no hendry mba hahafantatra izany zavatra izany? Na manan-tsaina mba hahalala izany? Fa mahitsy ny lalan'i Jehovah, ary ny marina no mizotra eny aminy; Fa ny mpanota kosa dia tafintohina eny aminy."
mg_29,1,4,0.88,Izay sisan'ny kijeja* dia nohanin'ny koraika; Ary izay sisan'ny koraika dia nohanin'ny valalavao*: Ary izay sisan'ny valalavao dia nohanin'ny sompanga***. [*Hebreo: mpikiky] [**Hebreo: mpilelaka] [***Hebreo: mpandany],Izay sisan'ny kijeja dia nohanin'ny koraika; Ary izay sisan'ny koraika dia nohanin'ny valalavao: Ary izay sisan'ny valalavao dia nohanin'ny sompanga. <n>[Heb. mpikiky]</n><n>[Heb. mpilelaka]</n> <n>[Heb. mpandany]</n>
mg_29,1,8,0.94,Midradradradrà toy ny virijina misikindamba fisaonana* noho ny amin'ny vadin'ny fahatanorany. [*Hebreo: lamba malailay],Midradradradrà toy ny virijina misikindamba fisaonana noho ny amin'ny vadin'ny fahatanorany.<n>[Heb. lamba malailay]</n>
mg_29,1,10,0.94,"Mariry ny saha, misaona ny tany fambolena; Fa simba ny vary, ritra ny ranom-boaloboka, mihena* ny diloilo. [*Hebreo: Malazo]","Mariry ny saha, misaona ny tany fambolena; Fa simba ny vary, ritra ny ranom-boaloboka, mihena ny diloilo.<n>[Heb. Malazo]</n>"
mg_29,1,19,0.33,"Jehovah o, Ianao no itarainako, fa efa levon'ny afo ny kijana any an'efitra, ary nisy lelafo efa nandoro ny hazo rehetra any an-tsaha.","Jehovah ô, Hianao no itarainako, fa efa levon'ny afo ny kijana any an-efitra, ary nisy lelafo efa nandoro ny hazo rehetra any an-tsaha.Na dia ny biby any an-tsaha aza dia mihanahana miandrandra Anao, satria ritra ny renirano, ary efa levon'ny afo ny kijana any an-efitra."
mg_3,20,24,0.29,"Fa efa nolazaiko taminareo hoe: Ianareo handova ny taniny, fa Izaho no hanome azy ho lovanareo, dia tany tondra-dronono sy tantely: Izaho no Jehovah Andriamanitrareo, Izay nanavaka anareo tamin'ny firenena samy hafa.","Fa efa nolazaiko taminareo hoe: Hianareo handova ny taniny, fa Izaho no hanome azy ho lovanareo, dia tany tondra-dronono sy tantely: Izaho no Jehovah Andriamanitrareo, Izay nanavaka anareo tamin'ny firenena samy hafa."
mg_30,4,3,0.94,"Ary avy eo amin'ny banga no hivoahanareo, samy amin'izay hitsiny avy; Ary horoahina ho any Harmona* ianareo**, hoy Jehovah. [*Na: an-tranobe, Na: ary harianareo ny fahefana (?)]","Ary avy eo amin'ny banga no hivoahanareo, samy amin'izay hitsiny avy; Ary horoahina ho any Harmona ianareo, hoy Jehovah.<n>[Na: an-tranobe]</n><n>[Na: ary harianareo ny fahefana (?)]</n>"
mg_30,4,12,0.51,"Koa izao no hataoko aminao, ry Isiraely, satria hanao izany aminao Aho, dia miomàna hihaona amin'Andriamanitrao, ry Isiraely o.","Koa izao no hataoko aminao, sy Isiraely, satria hanao izany aminao Aho, dia miomàna hihaona amin'Andriamanitrao, ry Isiraely ô.Fa indro Ilay mamorona ny tendrombohitra sy manao na rivotra ary mampahafantatra ny olombelona izay heviny, dia Ilay mahatonga ny maraina ho aizina ary mandia ny fitoerana avo amin'ny tany: Jehovah, Andriamanitry ny maro, no anarany."
mg_30,5,23,0.95,"Atsaharo ny finaonaonan'ny hiranareo*, fa maharenina Ahy; Fa tsy hihaino ny fanenon'ny lokanganareo* Aho. [*Hebreo: Hiranao, lokanganao]","Atsaharo ny finaonaonan'ny hiranareo, fa maharenina Ahy; Fa tsy hihaino ny fanenon'ny lokanganareo Aho. <n>[Heb. Hiranao, lokanganao]</n>"
mg_30,5,26,0.82,"Tsia, fa ny nitondra* ny tabernakelin'ny mpanjakanareo sy ny fipetrahan'ny sampinareo ihany no nataonareo**, dia ny kintan'ny andriamanitrareo, izay nataonareo ho anareo [*Na: Dia ho entinareo] [**Na: Tsia fa ny mitondra an'i Sikota, mpanjakanareo, sy Kiona, sampinareo, no nataonareo]","Tsia, fa ny nitondra ny tabernakelin'ny mpanjakanareo sy ny fipetrahan'ny sampinareo ihany no nataonareo, dia ny kintan'ny andriamanitrareo, izay nataonareo ho anareo <n>[Na: Dia ho entinareo]</n><n>[Na: Tsia fa ny mitondra an'i Sikota, mpanjakanareo, sy Kiona, sampinareo, no nataonareo]</n>Ka dia ho entiko ho babo any ankoatr'i Damaskosy ianareo, hoy Jehovah, Andriamanitry ny maro no anarany."
mg_30,7,14,0.94,"Dia namaly Amosa ka nanao tamin'i Amazia hoe: Tsy mba mpaminany aho, na zanaka ny mpaminany; fa mpiandry ondry sy mpioty* aviavy** ihany aho, [*Na: mpandraotra] [**sykomora]","Dia namaly Amosa ka nanao tamin'i Amazia hoe: Tsy mba mpaminany aho, na zanaka ny mpaminany; fa mpiandry ondry sy mpioty aviavy ihany aho,<n>[Na: mpandraotra]</n><n>[sykomora]</n>"
mg_30,7,16,0.50,"Ka mba henoy ny tenin'i Jehovah: Ianao manao hoe: Aza maminany ny hamelezana ny Isiraely, ary aza milaza ny hamelezana ny taranak'Isaka;","Ka mba henoy ny tenin'i Jehovah: Hianao manao hoe: Aza maminany ny hamelezana ny Isiraely, ary aza milaza ny hamelezana ny taranak'Isaka;Koa izao no lazain'i Jehovah: Ny vadinao hijangajanga ao an-tanàna, ary ny zanakao-lahy sy ny zanakao-vavy ho lavon-tsabatra, Ary ny taninao hozaraina amin'ny famolaina; Ary ny tenanao ho faty any amin'ny tany maloto; Ary ny Isiraely hobaboina hiala amin'ny taniny tokoa."
mg_30,9,2,0.93,"Na dia mibosesika ho any amin'ny fiainan-tsy hita aza izy, dia any no hanalan'ny tanako azy; Ary na dia miakatra ho any an-danitra aza izy, dia avy any no hampidinako azy.","Na dia mibosesika ho any amin'ny fiainan-tsi-hita aza izy, dia any no hanalan'ny tanako azy; Ary na dia miakatra ho any an-danitra aza izy, dia avy any no hampidinako azy. <n>[Heb. Sheola]</n>"
mg_31,1,14,0.94,Aza mamitsaka* eo amin'ny sampanan-dàlana hamono izay afa-nandositra ianao; Ary aza manolotra izay sisa aminy amin'ny andro fahoriana. [*Hebreo: mijanona],Aza mamitsaka eo amin'ny sampanan-dalana hamono izay afa-nandositra ianao; Ary aza manolotra izay sisa aminy amin'ny andro fahoriana.<n>[Heb. mijanona]</n>
mg_31,1,20,0.80,"Ary ny babo amin'izao Zanak'Isiraely maro be izao hahalasa ny Kananita hatrany Zarefata, Ary ny babo* tany Jerosalema, izay any Sefarada, dia hahalasa ny tanàna any amin'ny tany atsimo. [*Na: marobe izao izay any amin'ny Kananita hatrany Zerefata, sy ny babo...]","Ary ny babo amin'izao Zanak'Isiraely maro be izao hahalasa ny Kananita hatrany Zarefata, Ary ny babo tany Jerosalema, izay any Sefarada, dia hahalasa ny tanàna any amin'ny tany atsimo. <n>[Na: marobe izao, izay any amin'ny Kananita hatrany Zerefata, sy ny babo, etc..]</n>Ary hisy mpamonjy miakatra ho ao an-tendrombohitra Ziona Hitsara ny tendrombohitr'i Esao; Ary ho an'i Jehovah Jon 1:1"
mg_31,1,21,0.93,Ary hisy mpamonjy miakatra ho ao an-tendrombohitra Ziona Hitsara ny tendrombohitr'i Esao; Ary ho an'i Jehovah ny fanjakana.,Ary hisy mpamonjy miakatra ho ao an-tendrombohitra Ziona Hitsara ny tendrombohitr'i Esao; Ary ho an'i Jehovah Jon 1:1
mg_32,2,3,0.94,"ka nanao hoe: Niantso an'i Jehovah tamin'ny fahoriako aho, Ka dia namaly ahy Izy; Tao anatin'ny fiainan-tsy hita* no nitarainako, Dia nihaino ny feoko Ianao. [*Hebreo: Shoela]","ka nanao hoe: Niantso an'i Jehovah tamin'ny fahoriako aho, Ka dia namaly ahy Izy; Tao anatin'ny fiainan-tsi-hita no nitarainako, Dia nihaino ny feoko Hianao.<n>[Heb. Shoela]</n>"
mg_32,2,9,0.88,Izay mivavaka amin'ny sampy* Dia mahafoy Izay Mpamindra fo aminy** [*Hebreo: zava-poana mandainga] [**Hebreo: ny famindram-pony],Izay mivavaka amin'ny sampy Dia mahafoy Izay Mpamindra fo aminy <n>[Heb. zava-poana mandainga]</n><n>[Heb. ny famindram-pony]</n>
mg_32,3,4,0.95,"Ary Jona niantomboka nandeha* tao an-tanàna lalana indray andro ka nitory hoe: Rehefa afaka efa-polo andro, dia horavana Ninive. [*Hebreo: niditra]","Ary Jona niantomboka nandeha tao an-tanàna lalana indray andro ka nitory hoe: Rehefa afaka efa-polo andro, dia horavana Ninive.<n>[Heb. niditra]</n>"
mg_32,4,10,0.11,"Dia hoy Jehovah: Ianao malahelo ny tanantanamanga izay tsy nisasaranao na nampanirinao, dia ilay naniry indray alina monja ary maty indray alina koa;","Dia hoy Jehovah: Hianao malahelo ny tanantanamanga izay tsy nisasaranao na nampanirinao, dia ilay naniry indray alina monja ary maty indray alina koa;ka moa Izaho tsy mba halahelo an'i Ninive, ilay tanàna lehibe va. izay misy olona tsy omby roa alina sy iray hetsy, izay tsy mahafantatra ny havanany sy ny haviany, sady be biby fiompy koa?"
mg_33,1,8,0.74,"Koa izany no hitomaniako sy hidradradradrako, Ka handeha sady horobaina no mitanjaka aho; Hikaonkaona* toy ny amboadia** aho Ary hikiakiaka*** toy ny ostritsa. [*Hebreo: hisaona] [**Na: jakala] [***Hebreo: hitomany]","Koa izany no hitomaniako sy hidradradradrako, Ka handeha sady horobaina no mitanjaka aho; Hikaonkaona toy ny amboadia aho Ary hikiakiaka toy ny ostritsa.<n>[Heb. hisaona]</n><n>[Na: jakala]</n><n>[Heb. hitomany]</n>"
mg_33,1,10,0.93,"Aza ambaranareo any Gata izany, Aza mitomany akory! Mihosinkosina* vovoka ao Beti-le-afra** aho. [*Na: mihosinkosena... ianao] [**Beti-le-afra = fitoeram-bovoka]","Aza ambaranareo any Gata izany, Aza mitomany akory! Mihosinkosina vovoka ao Beti-le-afra aho.<n>[Na: mihosinkosena... ianao]</n><n>[Beti-le-afra = fitoeram-bovoka]</n>"
mg_33,1,12,0.92,"Fa malahelo* ny soa ny mponina ao Marota*, Satria loza no efa nidina avy tamin'i Jehovah ho ao am-bavahadin'i Jerosalema. [*Hebreo: manaintaina] [**Marota = fangidiana]","Fa malahelo ny soa ny mponina ao Marota, Satria loza no efa nidina avy tamin'i Jehovah ho ao am-bavahadin'i Jerosalema.<n>[Heb. manaintaina]</n><n>[Marota = fangidiana]</n>"
mg_33,1,15,0.58,Mbola hitondrako olon-kandova ianao. Ry mponina ao Maresa*; Ho tonga hatrany Adolama aza ny voninahitr'Isiraely. [*Maresa = lova],"Mbola hitondrako olon-kandova ianao. Ry mponina ao Maresa; Ho tonga hatrany Adolama aza ny voninahitr'Isiraely.<n>[Maresa = lova]</n>Miheteza sy mikakasa Noho ny zanakao nahafinaritra; Halehibiazo ny solanao ho toy ny an'ny voltora, Fa lasan-ko babo niala taminao izy. <n>[karazam-borona lehibe izay sola]</n>"
mg_33,2,6,0.62,"Aza miteniteny* ianareo, hoy ny fiteniteniny*; Aoka tsy hiteniteny* ny amin'ireto izy, Tsy hita lany** ny fanalam-baraka ataony! [*Hebreo: mampitete] [**Na: raha tsy miteniteny amin'ireto izy, dia tsy ho afaka]","Aza miteniteny ianareo, hoy ny fiteniteniny; Aoka tsy hiteniteny ny amin'ireto izy, Tsy hita lany ny fanalam-baraka ataony!<n>[Heb. mampitete]</n><n>[Na: raha tsy miteniteny amin'ireto izy, dia tsy ho afaka]</n>"
mg_33,2,11,0.93,"Raha misy manaraka ny rivotra sy ny lainga ka mandainga hoe: Hitori-teny* aminao ny amin'ny divay sy ny zava-mahamamo aho, Dia izy no ho mpitori-tenin**'ity firenena ity. [*Hebreo: hampitete] [**Hebreo: mpampiteten']","Raha misy manaraka ny rivotra sy ny lainga ka mandainga hoe: Hitori-teny aminao ny amin'ny divay sy ny zava-mahamamo aho, Dia izy no ho mpitori-tenin'ity firenena ity.<n>[Heb. hampitete]</n><n>[Heb. mpampiteten']</n>"
mg_33,2,12,0.73,"Hamory anareo rehetra tokoa Aho, ry Jakoba, Ary hanangona ny sisa amin'ny Isiraely tokoa, Hakambako toy ny ondry any amin'ny vala* izy, Toy ny ondry andiany ao amin'ny tany fiandrasana; Hitabataba izy noho ny hamaroan'ny olona. [*Na: any Bozra]","Hamory anareo rehetra tokoa Aho, ry Jakoba, Ary hanangona ny sisa amin'ny Isiraely tokoa, Hakambako toy ny ondry any amin'ny vala izy, Toy ny ondry andiany ao amin'ny tany fiandrasana; Hitabataba izy noho ny hamaroan'ny olona.<n>[Na: any Bozra]</n>Ny mpanabanga miakatra eo alohany, Manabanga izy ka mandroso ho eo amin'ny vavahady, Dia mivoaka eo aminy; Ny mpanjakany mandroso eo alohany, Ary Jehovah no mitarika azy."
mg_33,4,8,0.93,"Ary ianao, ry tilikambon'ny andiany*. Tendrombohitr'i Ziona** zanakavavy, Aminao no ho tonga izany, eny, ho tonga ny fanapahana voalohany, Dia ny fanjakan***' i Jerosalema zanakavavy. [*Na: tilikambon'i Edera] [**Na: Ofelan'i Ziona] [***Na: hanjakana aminy]","Ary ianao, ry tilikambon'ny andiany. Tendrombohitr'i Ziona zanakavavy, Aminao no ho tonga izany, eny, ho tonga ny fanapahana voalohany, Dia ny fanjakan' i Jerosalema zanakavavy.<n>[Na: tilikambon'i Edera]</n><n>[Na: Ofelan'i Ziona]</n><n>[Na: hanjakana aminy]</n>"
mg_33,4,13,0.76,"Mitsangàna, ka miveleza, ry Ziona zanakavavy, Fa ny tandrokao hataoko vy, Ary ny kitronao hataoko varahina, Ka hanorotoro firenena maro ianao; Dia hatolotrao* ho an'i Jehovah ny hareny, Ary ho an'ny Tompon'ny tany rehetra ny fananany. [*Hebreo: hataoko herema]","Mitsangàna, ka miveleza, ry Ziona zanakavavy, Fa ny tandrokao hataoko vy, Ary ny kitronao hataoko varahina, Ka hanorotoro firenena maro ianao; Dia hatolotrao ho an'i Jehovah ny hareny, Ary ho an'ny Tompon'ny tany rehetra ny fananany.<n>[Heb. hataoko herema]</n>Koa mivory ho andiany ianao, ry zanakavavin'ny andiany! Manao fahirano antsika izy, Mamely tsorakazo ny takolaky ny mpitsaran'ny Isiraely izy."
mg_33,5,13,0.74,"Hongotako tsy ho eo aminao ny Aserahanao*; Ary horavako koa ny tanànanao*. [*Anaran'andriamani-tsy-izy, na ny sariny, Na: haringako koa ny fahavalonao]","Hongotako tsy ho eo aminao ny Aserahanao; Ary horavako koa ny tanànanao. <n>[Anaran'andriamani-tsy-izy, na ny sariny]</n><n>[Na: haringako koa ny fahavalonao]</n>Ary ny fahatezerana sy ny fahavinirana no hamaliako ny firenena izay tsy mihaino."
mg_33,6,10,0.95,Mbola misy rakitry ny faharatsiana ihany va ao an-tranon'ny ratsy fanahy Sy ny famarana* tsy ampy izay voaozona? [*Hebreo: efaha],Mbola misy rakitry ny faharatsiana ihany va ao an-tranon'ny ratsy fanahy Sy ny famarana tsy ampy izay voaozona? <n>[Heb. efaha]</n>
mg_33,6,15,0.54,"Hiantso hamafy, nefa tsy hijinja; Ianao hanosihosy oliva, nefa tsy hihosotra diloilo, Ary hanosihosy ranom-boaloboka, nefa tsy hisotro divay;","Hiantso hamafy, nefa tsy hijinja; Hianao hanosihosy oliva, nefa tsy hihosotra diloilo, Ary hanosihosy ranom-boaloboka, nefa tsy hisotro divay;Fa fatra-pitandrina ny lalàn'i Omry Sy ny asan'ny taranak'i Ahaba rehetra ianareo Sady manaraka ny fisainany, Mba hanolorako anao ho figagana, Ary ny mponina any ho zavatra mampisitrisitra, Ka dia hitondra ny latsan'ny oloko ianareo."
mg_34,2,7,0.91,"Vohana ny vavahadin-drenirano, Ary reraka* ny lapa. [*Hebreo: miempo]","Vohana ny vavahadin-drenirano, Ary reraka ny lapa.<n>[Heb: miempo]</n>"
mg_34,3,9,0.94,"Ny Etiopiana sy ny Egyptiana no heriny, Sady tsy hita lany ireny; Ny Lydiana sy ny Libyana no mpanampy azy*. [*Hebreo: anao]","Ny Etiopiana sy ny Egyptiana no heriny, Sady tsy hita lany ireny; Ny Lydiana sy ny Libyana no mpanampy azy.<n>[Heb. anao]</n>"
mg_35,1,10,0.95,"Izy manakora ny mpanjaka, Ary ihomehezany ny mpanapaka; Ny tanàna mimanda rehetra dia ihomehezany, Ka dia manandratra tovon-tany* izy ka mahafaka azy. [*Hebreo: vovoka]","Izy manakora ny mpanjaka, Ary ihomehezany ny mpanapaka; Ny tanàna mimanda rehetra dia ihomehezany, Ka dia manandratra tovon-tany izy ka mahafata azy.<n>[Heb. vovoka]</n>"
mg_35,2,11,0.93,"Fa hitaraina ny vato ao amin'ny rindrina, Ary ny sakamandimby ao amin'ny trano* no hamaly azy. [*Hebreo: hazo]","Fa hitaraina ny vato ao amin'ny rindrina, Ary ny sakamandimby ao amin'ny trano no hamaly azy.<n>[Heb. hazo]</n>"
mg_35,3,9,0.93,Nalan-tsarona ny tsipïkanao; Efa nianianana ny fikapohan'ny teny*. [*Sela] Namakivaky ny tany Ianao mba hisy ony. [*Na: ny fiainana tamin'ny firenena dia teny],Nalan-tsarona ny tsipìkanao; Efa nianianana ny fikapohan'ny teny. <n>[Sela]</n> Namakivaky ny tany Hianao mba hisy ony.<n>[Na: ny fiainana tamin'ny firenena dia teny]</n>
mg_35,3,13,0.90,"Mivoaka hamonjy ny olonao Ianao, dia hamonjy ny voahosotrao; Torotoroinao ny tapenaky ny tranon*'ny ratsy fanahy, Ka ahariharinao hatreo an-tenatenany** ny fanorenany. [*sela, *Hebreo: lohan'] [**an-katony]","Mivoaka hamonjy ny olonao Hianao, dia hamonjy ny voahosotrao; Torotoroinao ny tapenaky ny tranon'ny ratsy fanahy, Ka ahariharinao hatreo an-tenatenany ny fanorenany. <n>[sela]</n><n>[Heb. lohan']</n><n>[an-katony]</n>"
mg_36,1,11,0.95,"Midradradradrà, ianareo mponina ao Maktesy*; Fa ringana avokoa ny mpandranto** rehetra, Eny, lany ringana izay rehetra nivesatra volafotsy. [*Maktesy = Laona] [**Na: vahoakan'i Kanana]","Midradradradrà, ianareo mponina ao Maktesy; Fa ringana avokoa ny mpandranto rehetra, Eny, lany ringana izay rehetra nivesatra volafotsy. <n>[Maktesy = Laona]</n> <n>[Na: vahoakan'i Kanana]</n>"
mg_36,2,1,0.95,"Miangona, eny, mivoria ianareo Ry firenena tsy manan-kenatra*, [*Na: tsy manina]","Miangona, eny, mivoria ianareo Ry firenena tsy manan-kenatra, <n>[Na: tsy manina]</n>"
mg_36,2,12,0.88,"Ianareo Etiopiana koa, Ho voatrabaky ny sabatro ianareo*. [*Hebreo: izy]","Hianareo Etiopiana koa, Ho voatrabaky ny sabatro ianareo. <n>[Heb. izy]</n>"
mg_36,3,3,0.93,Liona mierona ao aminy ireo lehibeny; Amboadia* hariva ny mpitsarany Ka tsy mamela** ho tra-maraina. [*Lopa] [**Na: tsy mamela taolana],Liona mierona ao aminy ireo lehibeny; Amboadia hariva ny mpitsarany Ka tsy mamela ho tra-maraina. <n>[Lopa]</n> <n>[Na: tsy mamela taolana]</n>
mg_36,3,7,0.93,"Hoy Izaho: Hatahotra Ahy tokoa ianao ka hino anatra, Dia tsy ho rava ny fonenanao*, Araka izay rehetra voatendriko hamelezana anao**; Kanefa nifoha maraina koa izy ka nanao Izay ratsy rehetra. [*Hebreo: fonenany] [*Hebreo: azy]","Hoy Izaho: Hatahotra Ahy tokoa ianao ka hino anatra, Dia tsy ho rava ny fonenanao, Araka izay rehetra voatendriko hamelezana anao; Kanefa nifoha maraina koa izy ka nanao Izay ratsy rehetra.<n>[Heb. fonenany]</n> <n>[Heb. azy]</n>"
mg_36,3,18,0.87,"Hangoniko izay manina* ny fotoam-pivavahana; Avy aminao ihany ireny, Ary itambesaran'ny latsa izy**. [*Na: efa lavitra] [**Na: Ary mitambesatra aminy ny fandatsana anao (Hebreo: fandatsana azy) na: Avy taminao izay itambesaran'ny latsa ireny]","Hangoniko izay manina ny fotoam-pivavahana; Avy aminao ihany ireny, Ary itambesaran'ny latsa izy. <n>[Na: efa lavitra]</n> <n>[Na: Ary mitambesatra aminy ny fandatsana anao (Heb. fandatsana azy); na: Avy taminao izay itambesaran'ny latsa ireny]</n>"
mg_36,3,19,0.65,"Indro, hasiako amin'Izany andro izany izay rehetra nampahory anao; Hovonjeko ny mandringa, ary hovoriko ny noroahina, Eny, hataoko ho fiderana sy ho anarana ireny izay efa nitondra henatra tany amin'ny tany rehetra*. [*Na: any amin'ny tany rehetra izay efa nitondrany henatra]","Indro, hasiako amin'Izany andro izany izay rehetra nampahory anao; Hovonjeko ny mandringa, ary hovoriko ny noroahina, Eny, hataoko ho fiderana sy ho anarana ireny izay efa nitondra henatra tany amin'ny tany rehetra. <n>[Na: any amin'ny tany rehetra izay efa nitondrany henatra]</n>Amin'izany andro izany no hitondrako anareo miditra, Eny, amin'izany andro izany no hanangonako anareo; Fa hataoko ho anarana sy ho fiderana any amin'ny firenena rehetra amin'ny tany ianareo, Raha hampodiko avy amin'ny fahababoana ianareo, ka ho hitan'ny masonareo izany, hoy Jehovah."
