livre,chapitre,verset,notre_texte,texte_github_concatene
mg_26,4,16,"Ary hoy koa Izy tamiko: Ry zanak'olona, indro, hotapahiko any Jerosalema ny mofo, tohan'aina, ka an-danjany amin'ny fanahiana no hihinanany mofo; ary rano afàtra no hosotroiny amin'ny fahatahorana.","Ary hoy koa Izy tamiko: Ry zanak'olona, indro, hotapahiko any Jerosalema ny mofo, tohan'aina, ka an-danjany amin'ny fanahiana no hihinanany mofo; ary rano afàtra no hosotroiny amin'ny fahatahorana.Ka dia ho mosare-mofo sy rano izy, ary samy ho raiki-tahotra sady hihalevona noho ny helony."
mg_26,5,16,"raha alefako ho fandringanana azy ny mosary dia ny zana-tsipïka ratsy izay halefako handringana anareo, sady hampitomboiko ny mosary eo aminareo, ka hotapahiko ny mofonareo, izay tohan'aina.","raha alefako ho fandringanana azy ny mosary dia ny zana-tsipìka ratsy izay halefako handringana anareo, sady hampitomboiko ny mosary eo aminareo, ka hotapahiko ny mofonareo, izay tohan'aina.Dia haterako mosary sy biby masiaka eo aminareo, izay hahalany fara anareo; ary handroso eo aminao ny areti-mandringana sy ny fandatsahan-drà, ary hataoko mihatra aminao ny sabatra. Izaho Jehovah no niteny izany"
mg_26,6,13,"Dia ho fantatrareo fa Izaho no Jehovah, Rehefa miampatrampatra eny amin'ny sampy manodidina ny alitarany ny voavono ao aminy, eny amin'ny havoana andrandraina rehetra, eny amin'ny tendrombohitra rehetra sy eny ambanin'ny hazo maitso rehetra sy eny ambanin'ny terebinta misandrahaka rehetra, dia eny amin'izay efa nanaterany hanitra ankasitrahana tamin'ny sampiny rehetra;","Dia ho fantatrareo fa Izaho no Jehovah, Rehefa miampatrampatra eny amin'ny sampy manodidina ny alitarany ny voavono ao aminy, eny amin'ny havoana andrandraina rehetra, eny amin'ny tendrombohitra rehetra sy eny ambanin'ny hazo maitso rehetra sy eny ambanin'ny terebinta misandrahaka rehetra, dia eny amin'izay efa nanaterany hanitra ankasitrahana tamin'ny sampiny rehetra;Hahinjitro aminy ny tanako, ary ny tany any amin'ny fonenany rehetra dia hataoko lao sy foana mihoatra noho ny efitr'i Dibla; Ka dia ho fantany fa Izaho no Jehovah."
mg_26,7,26,"Mifanontona ny fandravana, ary mifanindry ny filazan-doza; Dia manontany fahitana amin'ny mpaminany izy, fa tsy misy lalàna intsony amin'ny mpisorona, na fahendrena amin'ny anti-panahy.","Mifanontona ny fandravana, ary mifanindry ny filazan-doza; Dia manontany fahitana amin'ny mpaminany izy, fa tsy misy lalàna intsony amin'ny mpisorona, na fahendrena amin'ny anti-panahy.Hitomany ny mpanjaka, eny, hitafy fahatalanjonana ny andriana, ary hangovitra ny tanan'ny vahoaka; Araka ny alehany no hataoko aminy, ary hotsaroiko araka ny fitsarana nataony izy, ka dia fantany fa Izaho no Jehovah."
mg_26,8,17,"Dia hoy Izy tamiko: Hitanao va izany, ry zanak'olona? Moa ataon'ny taranak'i Joda ho kely loatra va ny nanaovany ny fahavetavetana izay ataony eto, no fenoiny fampahoriana koa ny tany, ka mampahatezitra Ahy lalandava izy; ary indro izy nanainga ny rantsan-kazo ho amin'ny orony.","Dia hoy Izy tamiko: Hitanao va izany, ry zanak'olona? Moa ataon'ny taranak'i Joda ho kely loatra va ny nanaovany ny fahavetavetana izay ataony eto, no fenoiny fampahoriana koa ny tany, ka mampahatezitra Ahy lalandava izy; ary indro izy nanainga ny rantsan-kazo ho amin'ny orony.Ary Izaho kosa dia hamely amin'ny fahatezerako; tsy hiantra ny masoko, sady tsy hamindra fo Aho; ary na dia mitaraina mafy eo an-tsofiko aza izy, dia tsy hihaino azy Aho."
mg_26,10,21,"Samy nanana tarehy efatra avy izy, sady samy nanana elatra efatra avy koa; ary nisy nitarehin-tanan'olona teo ambanin'ny elany.","Samy nanana tarehy efatra avy izy, sady samy nanana elatra efatra avy koa; ary nisy nitarehin-tànan'olona teo ambanin'ny elany.Ary ny endriky ny tarehiny dia nitovy tamin'ilay efa hitako teo amoron'ny ony Kebara ihany, dia ny endriny sy ny tenany; ary ny hitsin'ny tavany no nalehany."
mg_26,12,27,"Ry zanak'olona, indro, ny taranak'Isiraely manao hoe: Mbola ho ela izany fahitana hitany izany, ary ny amin'ny fotoana mbola lavitra no vinaniny.","Ry zanak'olona, indro, ny taranak'Isiraely manao hoe: Mbola ho ela izany fahitana hitany izany, ary ny amin'ny fotoana mbola lavitra no vinaniny.Koa lazao aminy hoe: Izao no lazain'i Jehovah Tompo: Tsy hisy hajanona ela intsony ny teniko; fa ny teny izay lazaiko dia hotanterahiko, hoy Jehovah Tompo."
mg_26,13,22,"Satria lainga no entinareo mampalahelo ny fon'ny marina, izay tsy nampalaheloviko, sady entinareo manatanjaka ny tanan'ny ratsy fanahy, tsy hialany amin'ny lalan-dratsiny mba hamelomana azy,","Satria lainga no entinareo mampalahelo ny fon'ny marina, izay tsy nampalaheloviko, sady entinareo manatanjaka ny tanan'ny ratsy fanahy, tsy hialany amin'ny lalan-dratsiny mba hamelomana azy,dia tsy hahita anoano foana na hanao faminaniana intsony ianareo; fa hovonjeko ho afaka amin'ny tananareo ny oloko; ka dia ho fantatrareo fa Izaho no Jehovah."
mg_26,14,22,"Kanefa, indro, hisy sisa afaka ihany izy ho entina mivoaka, dia ny zanakalahy sy ny zanakavavy; indro, hivoaka ho any aminareo ireo, ka ho hitanareo ny alehany sy ny ataony, dia hionona ianareo noho ny amin'ny loza rehetra izay nataoko mihatra amin'i Jerosalema, dia izay rehetra nataoko mihatra aminy.","Kanefa, indro, hisy sisa afaka ihany izy ho entina mivoaka, dia ny zanakalahy sy ny zanakavavy; indro, hivoaka ho any aminareo ireo, ka ho hitanareo ny alehany sy ny ataony, dia hionona ianareo noho ny amin'ny loza rehetra izay nataoko mihatra amin'i Jerosalema, dia izay rehetra nataoko mihatra aminy.Eny, hampionona anareo ireo, rehefa hitanareo ny alehany sy ny ataony; ka dia ho fantatrareo fa tsy nataotaoko foana izay rehetra nataoko taminy, hoy Jehovah Tompo."
mg_26,15,7,"Ary hanandrina azy ny tavako; hiala avy amin'ny afo izy nefa ho levon'ny afo hafa indray; ka dia ho fantatrareo fa Izaho no Jehovah, raha manandrina azy ny tavako.","Ary hanandrina azy ny tavako; hiala avy amin'ny afo izy nefa ho levon'ny afo hafa indray; ka dia ho fantatrareo fa Izaho no Jehovah, raha manandrina azy ny tavako.Ary hataoko lao ny tany noho ny nivadihany tamiko, hoy Jehovah Tompo."
mg_26,16,62,"Izaho hanorina ny fanekeko aminao, ka dia ho fantatrao fa Izaho no Jehovah,","Izaho hanorina ny fanekeko aminao, ka dia ho fantatrao fa Izaho no Jehovah,mba hahatsiarovanao sy hangaihainao ary tsy hiloahanao vava intsony noho ny henatrao, raha mamela ny helokao ny amin'ny nataonao rehetra Aho, hoy Jehovah Tompo."
mg_26,17,23,"Ao amin'ny tendrombohitra avon'ny Isiraely no hamboleko azy; ary handrantsana sy hamoa izy ka ho tonga sedera tsara indrindra, ary ny vorona samy hafa rehetra hitoetra ao aminy; ao amin'ny alokaloky ny rantsany no hitoerany.","Ao amin'ny tendrombohitra avon'ny Isiraely no hamboleko azy; ary handrantsana sy hamoa izy ka ho tonga sedera tsara indrindra, ary ny vorona samy hafa rehetra hitoetra ao aminy; ao amin'ny alokaloky ny rantsany no hitoerany.Ary ho fantatry ny hazo rehetra any an-tsaha fa Izaho Jehovah no efa nanetry ny hazo avo ka nanandratra ny hazo iva ary nandazo ny hazo maitso ka nampaniry ny hazo maina; Izaho Jehovah no niteny sady nanao izany."
mg_26,18,31,"Esory ho afaka aminareo ny fahadisoanareo rehetra izay nataonareo, ka manaova fo vaovao sy fanahy vaovao ho anareo; fa nahoana no ho faty ianareo, ry taranak'Isiraely?","Esory ho afaka aminareo ny fahadisoanareo rehetra izay nataonareo, ka manaova fo vaovao sy fanahy vaovao ho anareo; fa nahoana no ho faty ianareo, ry taranak'Isiraely?Fa tsy sitrako ny fahafatesan'izay maty, hoy Jehovah Tompo. Koa mibebaha ianareo mba ho velona. Hira fahalahelovana ny amin'ireo lehiben'ny Isiraely."
mg_26,18,32,"Fa tsy sitrako ny fahafatesan'izay maty, hoy Jehovah Tompo. Koa mibebaha ianareo mba ho velona.","Fa tsy sitrako ny fahafatesan'izay maty, hoy Jehovah Tompo. Koa mibebaha ianareo mba ho velona. Hira fahalahelovana ny amin'ireo lehiben'ny Isiraely."
mg_26,20,43,Ary hotsaroanareo any ny nalehanareo sy ny nataonareo rehetra izay nahaloto anareo; ary haharikoriko anareo ny tenanareo noho ny ratsy rehetra izay nataonareo.,"Ary hotsaroanareo any ny nalehanareo sy ny nataonareo rehetra izay nahaloto anareo; ary haharikoriko anareo ny tenanareo noho ny ratsy rehetra izay nataonareo.Dia ho fantatrareo fa Izaho no Jehovah, rehefa miasa aminareo Aho noho ny amin'ny anarako, fa tsy araka ny lalàn-dratsinareo, na araka ny ratsy fanaonareo, ry taranak'Isiraely, hoy Jehovah Tompo."
mg_26,21,36,"Ary haidiko aminao ny fahavinirako, ny afon'ny fahatezerako no hotsofiko aminao, ka hatolotro eo an-tanan'ny olona ketrina. Sy izay mpamorona fandringanana ianao,","Ary haidiko aminao ny fahavinirako, ny afon'ny fahatezerako no hotsofiko aminao, ka hatolotro eo an-tànan'ny olona ketrina. Sy izay mpamorona fandringanana ianao,Dia ho kitain'ny afo ianao; Ho eny amin'ny tany ny rànao; Tsy hotsaroana ianao; Fa Izaho Jehovah no niteny izany."
mg_26,22,30,"Ary nitady olona teo aminy Aho hanao manda sy hijanona eo amin'ny banga eo anatrehako hifona ho an'ny tany mba tsy handravako azy, kanjo tsy nahita;","Ary nitady olona teo aminy Aho hanao manda sy hijanona eo amin'ny banga eo anatrehako hifona ho an'ny tany mba tsy handravako azy, kanjo tsy nahita;koa dia haidiko eo aminy ny fahatezerako; ny afon'ny fahatezerako no handaniako azy; ary hatsingeriko ho eo an-dohany ihany ny fanaony, hoy Jehovah Tompo.<n>[Heb lalana]</n>"
mg_26,23,48,"Toy izany no hampitsaharako ny fahavetavetana amin'ny tany, mba hahazo anatra ny vehivavy rehetra tsy hanao araka ny fahavetavetanareo.","Toy izany no hampitsaharako ny fahavetavetana amin'ny tany, mba hahazo anatra ny vehivavy rehetra tsy hanao araka ny fahavetavetanareo.Ary hatsingeriny aminareo ny fahavetavetanareo, ary ho entinareo ny heloka noho ny sampinareo; ka dia ho fantatrareo fa Izaho no Jehovah Tompo."
mg_26,24,26,"eny, amin'izany andro izany dia hisy olona handositra ho tonga any aminao mba hampandre ny sofinao izany;","eny, amin'izany andro izany dia hisy olona handositra ho tonga any aminao mba hampandre ny sofinao izany;amin'izany andro izany dia hisokatra miaraka amin'ny an'ilay mandositra ny vavanao, ka dia hiteny ianao, fa tsy ho moana intsony; ry ho famantarana mahagaga aminy ianao; ka dia ho fantany fa Izaho no Jehovah."
mg_26,25,16,"Dia izao no lazain'i Jehovah Tompo: Indro, hahinjitro amin'ny Filisitna ny tanako, ka haringako ny keretita, ary horavako izay sisa any amoron-dranomasina;","Dia izao no lazain'i Jehovah Tompo: Indro, hahinjitro amin'ny Filisitna ny tanako, ka haringako ny keretita, ary horavako izay sisa any amoron-dranomasina;Ary famaizana mirehitra no ho entiko manao famaliana lehibe aminy; ka dia ho fantatra-fa Izaho no Jehovah, rehefa hataoko mihatra aminy ny famaliako."
mg_26,26,1,Ary tamin'ny andro voalohany amin'ny volana tamin'ny taona fahiraika ambin'ny folo dia tonga tamiko ny tenin'Jehovah nanao hoe:,Ary tamin'ny andro voalohany amin'ny volana tamin'ny taona fahiraika ambin'ny folo dia tonga tamiko ny tenin'Jehovah nanao hoe: zananivavy.
mg_26,26,20,"Dia hampidiniko hiaraka amin'izay mivarina any an-davaka ianao, Hankany amin'ny razana, ka hamponeniko any ambanin'ny tany ianao, dia any amin'ny fonenana efa lao hatramin'ny ela, hiaraka amin'izay mivarina any an-davaka, mba tsy honenana intsony; ary hasiako voninahitra eo amin'ny velona;","Dia hampidiniko hiaraka amin'izay mivarina any an-davaka ianao, Hankany amin'ny razana, ka hamponeniko any ambanin'ny tany ianao, dia any amin'ny fonenana efa lao hatramin'ny ela, hiaraka amin'izay mivarina any an-davaka, mba tsy honenana intsony; ary hasiako voninahitra eo amin'ny velona;Dia hataoko fampitahorana ianao, ka tsy ho eo intsony; Eny, hotadiavina ianao, nefa tsy ho hita intsony mandrakizay, hoy Jehovah Tompo."
mg_26,27,35,"Talanjona anao ny mponina rehetra amin'ny moron-dranomasina, ary raiki-tahotra ny mpanjakany ka dia mivalomainty.","Talanjona anao ny mponina rehetra amin'ny moron-dranomasina, ary raiki-tahotra ny mpanjakany ka dia mivalomainty.Misitrisitra anao ny mpandranto amin'ny firenena; tonga fampitahorana ianao ary tsy ho ao intsony mandrakizay"
mg_26,29,20,"Ho valin'ny fanompoana nataony tany Tyro no nanomezako azy ny tany Egypta, satria nataony ho Ahy izany, hoy Jehovah Tompo.","Ho valin'ny fanompoana nataony tany Tyro no nanomezako azy ny tany Egypta, satria nataony ho Ahy izany, hoy Jehovah Tompo.Amin'izany andro izany dia hampitsimoka tandroka ho an'ny taranak'Isiraely Aho, ary hampiloahiko vava eo aminy ianao; ka dia ho fantatra fa Izaho no Jehovah."
mg_26,30,25,"Eny, hampahatanjahiko ny sandrin'ny mpanjakan'i Babylona, dia hiraviravy ny sandrin'i Farao: Ka dia ho fantatra fa Izaho no Jehovah, raha hataoko eny an-tanan'ny mpanjakan'i Babylona ny sabatro, ka haingainy hamelezana ny tany Egypta.","Eny, hampahatanjahiko ny sandrin'ny mpanjakan'i Babylona, dia hiraviravy ny sandrin'i Farao: Ka dia ho fantatra fa Izaho no Jehovah, raha hataoko eny an-tànan'ny mpanjakan'i Babylona ny sabatro, ka haingainy hamelezana ny tany Egypta.Dia haeliko ho any amin'ny firenena samy hafa ny Egyptiana ka hahahako any amin'ny tany samy hafa; Ka dia ho fantatra fa Izaho no Jehovah."
mg_26,34,30,"ka dia ho fantany fa Izaho, Jehovah Andriamaniny, no momba azy, ary izy, taranak'Isiraely, no oloko, hoy Jehovah Tompo.","ka dia ho fantany fa Izaho, Jehovah Andriamaniny, no momba azy, ary izy, taranak'Isiraely, no oloko, hoy Jehovah Tompo.Ary ny aminareo ondriko ondry fiandriko olona ianareo, ary Izaho no Andriamanitrareo, hoy Jehovah Tompo."
mg_26,35,14,"Izao no lazain'i Jehovah Tompo: Rehefa mifaly ny tany rehetra, dia hofoanako kosa ianao,","Izao no lazain'i Jehovah Tompo: Rehefa mifaly ny tany rehetra, dia hofoanako kosa ianao,Toy ny nifalianao ny amin'ny lovan'ny taranak'Isirady, satria nofoanana ireny, dia toy izany kosa no hataoko aminao: Ho foana ianao, ry tendrombohitra Seïra sy Edoma rehetra; Ka dia ho fantatra fa Izaho no Jehovah."
mg_26,36,37,Izao no lazain'i Jehovah Tompo: Mbola hotadiavin'ny taranak'Isiraely Aho amin'ny hanaovako izao ho azy; hohamaroiko toy ny ondry ny olony.,"Izao no lazain'i Jehovah Tompo: Mbola hotadiavin'ny taranak'Isiraely Aho amin'ny hanaovako izao ho azy; hohamaroiko toy ny ondry ny olony.Toy ny ondry aman'osy masina, izay any Jerosalema amin'ny fotoam-pivavahana, dia toy izany no hahafenoan'ny tanànany efa lao amin'ny olona maro toy ny ondry aman'osy; ka dia ho fantatra fa Izaho no Jehovah."
mg_26,37,27,"Ary ny tabernakeliko ho eo aminy; ary Izaho ho Andriamaniny, ary izy ho oloko.","Ary ny tabernakeliko ho eo aminy; ary Izaho ho Andriamaniny, ary izy ho oloko.Ka dia ho fantatry ny jentilisa fa Izaho Jehovah no manamasina ny Isiraely amin'ny isian'ny fitoerako masina eo aminy mandrakizay."
mg_26,39,28,"dia ho fantany fa Izaho Jehovah no Andriamaniny amin'ny ampandehanako azy ho babo any amin'ny firenena sy amin'ny anangonako azy ho any amin'ny taniny, ka tsy hisy hafoiko any izy na dia iray akory aza.","dia ho fantany fa Izaho Jehovah no Andriamaniny amin'ny ampandehanako azy ho babo any amin'ny firenena sy amin'ny anangonako azy ho any amin'ny taniny, ka tsy hisy hafoiko any izy na dia iray akory aza.Ary tsy hafeniko aminy intsony ny tavako; fa haidiko ao amin'ny taranak'Isiraely ny Fanahiko, hoy Jehovah Tompo."
mg_26,40,48,"Ary nentiny ho any amin'ny lavarangan'ny trano aho, dia norefesiny ny tongo-batony amin'ny lavarangana fidirana, ka dimy hakiho ny tamin'ny lafiny iray, ary dimy hakiho koa ny tamin'ny lafiny iray, ary ny sakan'ny vavahady dia telo hakiho ny tamin'ny lafiny iray, ary telo hakiho koa ny tamin'ny lafiny iray.","Ary nentiny ho any amin'ny lavarangan'ny trano aho, dia norefesiny ny tongo-batony amin'ny lavarangana fidirana, ka dimy hakiho ny tamin'ny lafiny iray, ary dimy hakiho koa ny tamin'ny lafiny iray, ary ny sakan'ny vavahady dia telo hakiho ny tamin'ny lafiny iray, ary telo hakiho koa ny tamin'ny lafiny iray.Roa-polo hakiho ny lavan'ny lavarangana fidirana, ary iraika ambin'ny folo hakiho ny satany; ary ambaratonga no fiakarana ao; ary nisy tongo-bato teo anilan'ny tolana, iray tamin'ny lafiny iray, ary iray tamin'ny lafiny iray koa."
mg_26,42,19,Nitodika nankany amin'ny lafiny andrefana izy ka nandrefy indiman-jaton'ny volotara tamin'ny volotara fandrefesana.,"Nitodika nankany amin'ny lafiny andrefana izy ka nandrefy indiman-jaton'ny volotara tamin'ny volotara fandrefesana.Norefesiny avokoa ny lafiny efatra. Nisy ampiantany manodidina, indiman-jaton'ny volotara ny lavany, ary indiman-jatony koa ny sakany, hampiavaka ny masina sy ny tsy masina."
mg_26,44,30,"Ary ny santatry ny voaloham-bokatra rehetra avy amin'ny zavatra rehetra sy ny fanatitra rehetra izay alaina amin'ny zavatra atao fanatitra dia ho an'ny mpisorona; ary ny santatry ny kobanareo voafetafeta dia homenareo ny mpisorona koa, mba hampitoerana fitahiana ao an-tranonao.","Ary ny santatry ny voaloham-bokatra rehetra avy amin'ny zavatra rehetra sy ny fanatitra rehetra izay alaina amin'ny zavatra atao fanatitra dia ho an'ny mpisorona; ary ny santatry ny kobanareo voafetafeta dia homenareo ny mpisorona koa, mba hampitoerana fitahiana ao an-tranonao.Ny zavatra maty ho azy sy izay noviraviraim-biby, na vorona na biby dia samy tsy hohanin'ny mpisorona."
mg_26,45,24,"Ary hanatitra ny fanatitra hohanina koa izy, dia iray efaha isam-bantotr'ombilahy sy iray efaha isan-ondrilahy, ary diloilo eran'ny hina isan-efaha.","Ary hanatitra ny fanatitra hohanina koa izy, dia iray efaha isam-bantotr'ombilahy sy iray efaha isan-ondrilahy, ary diloilo eran'ny hina isan-efaha.Amin'ny andro fahadimy ambin'ny folo amin'ny volana fahafito, amin'ny andro firavoravoana, dia hanatitra tahaka izany koa hafitoana izy, na ny fanatitra noho ny ota, na ny fanatitra dorana, na ny fanatitra hohanina, na ny diloilo."
mg_26,46,23,"Ary nisy rafitra teo anatiny manodidina azy, dia manodidina ireo efatra ireo, izay nisy fahandroana ambanin'izany rafitra manodidina izany.","Ary nisy rafitra teo anatiny manodidina azy, dia manodidina ireo efatra ireo, izay nisy fahandroana ambanin'izany rafitra manodidina izany.Dia hoy izy tamiko: Ireto no tranon'ny mpahandro, izay fahandroan'ny mpanao fanompoam-pivavahana eto an-trano ny fanatitra halatsa-drà aterin'ny olona."
mg_26,47,22,"Ary amin'ny filokana no hizaranareo azy ho lovanareo sy ny vahiny monina ao aminareo, izay miteraka ao aminareo; ka izy dia hataonareo ho tahaka ny tena zanak'Isiraely; hiara-manao filokana aminareo hiara-mandova amin'ny firenen'Isiraely izy.","Ary amin'ny filokana no hizaranareo azy ho lovanareo sy ny vahiny monina ao aminareo, izay miteraka ao aminareo; ka izy dia hataonareo ho tahaka ny tena zanak'Isiraely; hiara-manao filokana aminareo hiara-mandova amin'ny firenen'Isiraely izy.Ary amin'izay firenena hitoeran'ny vahiny dia ao no hanomezanareo azy ny lovany, hoy Jehovah Tompo."
mg_26,48,34,"Ary amin'ny andrefana dimanjato amby efatra arivo sy vavahady telo, dia vavahadin'i Gada ny iray, vavahadin'i Asera ny iray, vavahadin'i Naftaly ny iray.","Ary amin'ny andrefana dimanjato amby efatra arivo sy vavahady telo, dia vavahadin'i Gada ny iray, vavahadin'i Asera ny iray, vavahadin'i Naftaly ny iray.Valo arivo amby iray alina ny manodidina. Ary ny anaran'ny tanàna hatramin'izay andro izay dia Jehovah no ao."
mg_27,1,20,"Ary ny amin'ny fahendrena sy ny fahalalana rehetra izay nanontanian'ny mpanjaka azy, dia hitany fa nanan-tombo im-polo heny noho ny ombiasy rehetra sy ny mpisikidy izay teo amin'ny fanjakany rehetra aza izy.","Ary ny amin'ny fahendrena sy ny fahalalana rehetra izay nanontanian'ny mpanjaka azy, dia hitany fa nanan-tombo im-polo heny noho ny ombiasy rehetra sy ny mpisikidy izay teo amin'ny fanjakany rehetra aza izy.Ary Daniela nahatratra ny taona voalohany nanjakan'i Kyrosy mpanjaka."
mg_27,2,48,"Ary tamin'izany ny mpanjaka dia nanandratra an'i Daniela ho lehibe, ka nanome azy zavatra maro sady lehibe ary nanendry azy ho mpanapaka any Babylona sy ny fehiny rehetra, sy ho lehiben'ny mpanapaka ny olon-kendrin'i Babylona rehetra.","Ary tamin'izany ny mpanjaka dia nanandratra an'i Daniela ho lehibe, ka nanome azy zavatra maro sady lehibe ary nanendry azy ho mpanapaka any Babylona sy ny fehiny rehetra, sy ho lehiben'ny mpanapaka ny olon-kendrin'i Babylona rehetra.Ary Daniela nangataka tamin'ny mpanjaka, ary izy nanendry an'i Sadraka sy Mesaka ary Abednego ho tonian'ny raharahan'i Babylona sy ny fehiny; ary Daniela dia teo am-bavahadin'ny mpanjaka."
